2023-07-21 08:10:32,506 INFO    StreamThr :7364 [internal.py:wandb_internal():86] W&B internal server running at pid: 7364, started at: 2023-07-21 08:10:32.506829
2023-07-21 08:10:46,750 INFO    SenderThread:7364 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-21 08:10:46,750 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: stop_status
2023-07-21 08:10:46,750 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: stop_status
2023-07-21 08:10:47,042 DEBUG   SenderThread:7364 [sender.py:send():369] send: telemetry
2023-07-21 08:10:47,407 INFO    Thread-16 :7364 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\conda-environment.yaml
2023-07-21 08:10:47,407 INFO    Thread-16 :7364 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\wandb-metadata.json
2023-07-21 08:10:47,753 INFO    wandb-upload_0:7364 [upload_job.py:push():133] Uploaded file C:\Users\soham\AppData\Local\Temp\tmp2yeopvmkwandb\5r05ywdh-wandb-metadata.json
2023-07-21 08:10:48,066 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: status_report
2023-07-21 08:10:53,084 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: status_report
2023-07-21 08:10:55,544 DEBUG   SenderThread:7364 [sender.py:send():369] send: exit
2023-07-21 08:10:55,544 INFO    SenderThread:7364 [sender.py:send_exit():574] handling exit code: 1
2023-07-21 08:10:55,544 INFO    SenderThread:7364 [sender.py:send_exit():576] handling runtime: 22
2023-07-21 08:10:55,544 INFO    SenderThread:7364 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-21 08:10:55,544 INFO    SenderThread:7364 [sender.py:send_exit():582] send defer
2023-07-21 08:10:55,544 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:55,544 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 0
2023-07-21 08:10:55,544 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:55,544 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 0
2023-07-21 08:10:55,544 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 1
2023-07-21 08:10:55,544 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:55,544 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 1
2023-07-21 08:10:55,544 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:55,544 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 1
2023-07-21 08:10:55,544 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 2
2023-07-21 08:10:55,544 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:55,544 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 2
2023-07-21 08:10:55,544 INFO    HandlerThread:7364 [system_monitor.py:finish():190] Stopping system monitor
2023-07-21 08:10:55,544 DEBUG   SystemMonitor:7364 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-07-21 08:10:55,544 DEBUG   SystemMonitor:7364 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-07-21 08:10:55,544 DEBUG   SystemMonitor:7364 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-07-21 08:10:55,544 INFO    HandlerThread:7364 [interfaces.py:finish():202] Joined cpu monitor
2023-07-21 08:10:55,544 INFO    HandlerThread:7364 [interfaces.py:finish():202] Joined disk monitor
2023-07-21 08:10:55,590 INFO    HandlerThread:7364 [interfaces.py:finish():202] Joined gpu monitor
2023-07-21 08:10:55,590 INFO    HandlerThread:7364 [interfaces.py:finish():202] Joined memory monitor
2023-07-21 08:10:55,591 INFO    HandlerThread:7364 [interfaces.py:finish():202] Joined network monitor
2023-07-21 08:10:55,591 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:55,591 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 2
2023-07-21 08:10:55,591 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 3
2023-07-21 08:10:55,591 DEBUG   SenderThread:7364 [sender.py:send():369] send: stats
2023-07-21 08:10:55,591 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:55,592 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 3
2023-07-21 08:10:55,592 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:55,592 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 3
2023-07-21 08:10:55,592 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 4
2023-07-21 08:10:55,592 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:55,592 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 4
2023-07-21 08:10:55,592 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:55,593 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 4
2023-07-21 08:10:55,593 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 5
2023-07-21 08:10:55,593 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:55,593 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 5
2023-07-21 08:10:55,593 DEBUG   SenderThread:7364 [sender.py:send():369] send: summary
2023-07-21 08:10:55,594 INFO    SenderThread:7364 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-21 08:10:55,594 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:55,594 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 5
2023-07-21 08:10:55,594 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 6
2023-07-21 08:10:55,594 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:55,594 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 6
2023-07-21 08:10:55,595 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:55,595 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 6
2023-07-21 08:10:55,597 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: status_report
2023-07-21 08:10:55,936 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 7
2023-07-21 08:10:55,936 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:55,936 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 7
2023-07-21 08:10:55,936 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:55,936 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 7
2023-07-21 08:10:56,454 INFO    Thread-16 :7364 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\config.yaml
2023-07-21 08:10:56,454 INFO    Thread-16 :7364 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\wandb-summary.json
2023-07-21 08:10:56,454 INFO    Thread-16 :7364 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\output.log
2023-07-21 08:10:56,579 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 08:10:57,547 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 8
2023-07-21 08:10:57,547 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 08:10:57,547 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:57,547 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 8
2023-07-21 08:10:57,547 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:57,547 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 8
2023-07-21 08:10:57,547 INFO    SenderThread:7364 [job_builder.py:build():240] Attempting to build job artifact
2023-07-21 08:10:57,547 INFO    SenderThread:7364 [job_builder.py:build():264] is repo sourced job
2023-07-21 08:10:57,578 INFO    SenderThread:7364 [job_builder.py:build():305] adding wandb-job metadata file
2023-07-21 08:10:57,594 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 08:10:57,594 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 9
2023-07-21 08:10:57,594 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 08:10:57,594 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:57,594 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 9
2023-07-21 08:10:57,594 DEBUG   SenderThread:7364 [sender.py:send():369] send: artifact
2023-07-21 08:10:58,461 INFO    Thread-16 :7364 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\output.log
2023-07-21 08:10:58,603 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 08:10:59,168 INFO    SenderThread:7364 [sender.py:send_artifact():1450] sent artifact job-https___github.com_sohamtalukdar_Automated-renal-compartment-segmentation-of-the-kidneys.git_main.py - {'id': 'QXJ0aWZhY3Q6NTE4NDE4ODEz', 'digest': '4b69b26fe3f172cc75e2a72d387d3ace', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'job-https___github.com_sohamtalukdar_Automated-renal-compartment-segmentation-of-the-kidneys.git_main.py', 'alias': 'latest'}, {'artifactCollectionName': 'job-https___github.com_sohamtalukdar_Automated-renal-compartment-segmentation-of-the-kidneys.git_main.py', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg0NjY1Nzg0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NTE4NDE4ODEz', 'versionIndex': 0}}, 'version': 'v0'}
2023-07-21 08:10:59,168 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:59,168 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 9
2023-07-21 08:10:59,168 INFO    SenderThread:7364 [dir_watcher.py:finish():359] shutting down directory watcher
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [dir_watcher.py:finish():389] scan: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\conda-environment.yaml conda-environment.yaml
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\config.yaml config.yaml
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\output.log output.log
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\requirements.txt requirements.txt
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\wandb-metadata.json wandb-metadata.json
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\wandb-summary.json wandb-summary.json
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 10
2023-07-21 08:10:59,465 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 08:10:59,465 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:10:59,465 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 10
2023-07-21 08:10:59,465 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 10
2023-07-21 08:10:59,465 INFO    SenderThread:7364 [file_pusher.py:finish():159] shutting down file pusher
2023-07-21 08:10:59,607 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 08:10:59,607 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 08:11:00,182 INFO    wandb-upload_1:7364 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\config.yaml
2023-07-21 08:11:00,417 INFO    wandb-upload_0:7364 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\conda-environment.yaml
2023-07-21 08:11:00,448 INFO    wandb-upload_2:7364 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\output.log
2023-07-21 08:11:00,484 INFO    wandb-upload_4:7364 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\wandb-summary.json
2023-07-21 08:11:00,515 INFO    wandb-upload_3:7364 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\files\requirements.txt
2023-07-21 08:11:00,621 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 08:11:00,621 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 08:11:00,716 INFO    Thread-15 (_thread_body):7364 [sender.py:transition_state():602] send defer: 11
2023-07-21 08:11:00,716 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:11:00,717 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 11
2023-07-21 08:11:00,717 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:11:00,717 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 11
2023-07-21 08:11:00,717 INFO    SenderThread:7364 [file_pusher.py:join():164] waiting for file pusher
2023-07-21 08:11:00,717 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 12
2023-07-21 08:11:00,717 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:11:00,717 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 12
2023-07-21 08:11:00,717 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:11:00,717 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 12
2023-07-21 08:11:01,033 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 13
2023-07-21 08:11:01,033 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:11:01,033 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 13
2023-07-21 08:11:01,049 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:11:01,049 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 13
2023-07-21 08:11:01,049 INFO    SenderThread:7364 [sender.py:transition_state():602] send defer: 14
2023-07-21 08:11:01,049 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: defer
2023-07-21 08:11:01,049 INFO    HandlerThread:7364 [handler.py:handle_request_defer():170] handle defer: 14
2023-07-21 08:11:01,049 DEBUG   SenderThread:7364 [sender.py:send():369] send: final
2023-07-21 08:11:01,049 DEBUG   SenderThread:7364 [sender.py:send():369] send: footer
2023-07-21 08:11:01,049 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: defer
2023-07-21 08:11:01,049 INFO    SenderThread:7364 [sender.py:send_request_defer():598] handle sender defer: 14
2023-07-21 08:11:01,049 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 08:11:01,049 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 08:11:01,049 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 08:11:01,049 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: server_info
2023-07-21 08:11:01,049 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: get_summary
2023-07-21 08:11:01,049 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: sampled_history
2023-07-21 08:11:01,049 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 08:11:01,049 DEBUG   SenderThread:7364 [sender.py:send_request():396] send_request: server_info
2023-07-21 08:11:01,354 INFO    MainThread:7364 [wandb_run.py:_footer_history_summary_info():3464] rendering history
2023-07-21 08:11:01,354 INFO    MainThread:7364 [wandb_run.py:_footer_history_summary_info():3496] rendering summary
2023-07-21 08:11:01,354 INFO    MainThread:7364 [wandb_run.py:_footer_sync_info():3423] logging synced files
2023-07-21 08:11:01,354 DEBUG   HandlerThread:7364 [handler.py:handle_request():144] handle_request: shutdown
2023-07-21 08:11:01,357 INFO    HandlerThread:7364 [handler.py:finish():854] shutting down handler
2023-07-21 08:11:02,082 INFO    WriterThread:7364 [datastore.py:close():298] close: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_081032-qc2xwx25\run-qc2xwx25.wandb
2023-07-21 08:11:02,369 INFO    SenderThread:7364 [sender.py:finish():1526] shutting down sender
2023-07-21 08:11:02,369 INFO    SenderThread:7364 [file_pusher.py:finish():159] shutting down file pusher
2023-07-21 08:11:02,369 INFO    SenderThread:7364 [file_pusher.py:join():164] waiting for file pusher
